종목코드,종목명,현재가,전일대비변동액,등락률,NAV,3개월수익률,거래량,거래대금(백만),시가총액(억),NAV괴리율(%),운용사
385720,TIME 코스피액티브,25760,235,0.92,25808.0,5.2577,122532,3263,3632,-0.19,기타
0040Y0,SOL 팔란티어커버드콜OTM채권혼합,8220,-20,-0.24,8193.0,-2.0845,238060,1955,3596,0.33,신한자산운용 (SOL)
456880,ACE 미국달러SOFR금리(합성),12965,75,0.58,12970.0,1.098,37957,492,3591,-0.04,한국투자신탁운용 (ACE)
496020,WON 전단채플러스액티브,52250,5,0.01,52246.0,0.8396,3375,176,3574,0.01,우리자산운용 (WON)
439860,KODEX ESG종합채권(A-이상)액티브,112925,-10,-0.01,113027.0,-0.869,23,2,3570,-0.09,삼성자산운용 (KODEX)
448300,TIGER 미국나스닥100(H),22595,25,0.11,22739.0,8.0913,56904,1290,3536,-0.63,미래에셋자산운용 (TIGER)
310960,TIGER 200TR,63840,990,1.58,63967.0,11.3473,22198,1461,3511,-0.2,미래에셋자산운용 (TIGER)
0052D0,TIGER 코리아배당다우존스,15520,230,1.5,15549.0,-6.708,192947,3017,3461,-0.19,미래에셋자산운용 (TIGER)
091170,KODEX 은행,15970,60,0.38,15989.0,0.3592,936964,15084,3426,-0.12,삼성자산운용 (KODEX)
484880,SOL 금융지주플러스고배당,22450,20,0.09,22456.0,-0.7427,465384,10552,3412,-0.03,신한자산운용 (SOL)
0080G0,KODEX 방산TOP10,10120,240,2.43,10138.0,-33.5575,3323058,33868,3410,-0.18,삼성자산운용 (KODEX)
0046A0,TIGER 미국초단기(3개월이하)국채,10255,60,0.59,10249.0,0.9715,824927,8449,3384,0.06,미래에셋자산운용 (TIGER)
469070,RISE AI&로봇,10355,735,7.64,10366.0,-36.5668,773098,8221,3381,-0.11,KB자산운용 (RISE)
472170,TIGER 미국테크TOP10채권혼합,14190,10,0.07,14187.0,0.1412,88510,1256,3356,0.02,미래에셋자산운용 (TIGER)
385550,RISE 단기채권알파액티브,113655,5,0.0,113660.0,0.5663,949,107,3326,-0.0,KB자산운용 (RISE)
132030,KODEX 골드선물(H),23225,325,1.42,23241.0,-15.6227,139269,3217,3321,-0.07,삼성자산운용 (KODEX)
475300,SOL 반도체전공정,21220,-875,-3.96,21218.0,6.7265,2412658,53677,3321,0.01,신한자산운용 (SOL)
454780,KIWOOM 종합채권(AA-이상)액티브,98910,-160,-0.16,98947.0,-3.9601,35,3,3293,-0.04,기타
0052S0,1Q 미국S&P500미국채혼합50액티브,12300,80,0.65,12314.0,3.2947,205026,2523,3247,-0.11,기타
0026S0,1Q 미국S&P500,13460,115,0.86,13480.0,5.3092,134304,1808,3244,-0.15,기타
442570,RISE TDF2050액티브 적격,18090,155,0.86,17961.0,4.5772,117307,2128,3166,0.72,KB자산운용 (RISE)
279530,KODEX 고배당주,17370,125,0.72,17384.0,-5.4943,167672,2930,3161,-0.08,삼성자산운용 (KODEX)
0162M0,KODEX 금융채1~2년(AA-이상)PLUS액티브,10005,0,0.0,10008.0,-0.0999,58,0,3153,-0.03,삼성자산운용 (KODEX)
483320,ACE 엔비디아밸류체인액티브,25825,640,2.54,26026.0,17.1395,287245,7550,3151,-0.77,한국투자신탁운용 (ACE)
448630,RISE 삼성그룹Top3채권혼합,14700,80,0.55,14702.0,-0.4087,86005,1273,3146,-0.01,KB자산운용 (RISE)
453870,TIGER 인도니프티50,12260,-20,-0.16,12325.0,-4.4698,68139,840,3114,-0.53,미래에셋자산운용 (TIGER)
0038A0,KODEX 미국휴머노이드로봇,16300,185,1.15,16462.0,-4.3632,258413,4233,3105,-0.98,삼성자산운용 (KODEX)
441680,TIGER 미국나스닥100커버드콜(합성),11370,20,0.18,11446.0,3.8907,87016,991,3093,-0.66,미래에셋자산운용 (TIGER)
476760,ACE 미국30년국채액티브,9740,15,0.15,9749.0,-2.2275,248564,2418,3088,-0.09,한국투자신탁운용 (ACE)
485540,KODEX 미국AI테크TOP10,15710,45,0.29,15811.0,1.5523,119840,1889,3087,-0.64,삼성자산운용 (KODEX)
0111P0,1Q 미국나스닥100미국채혼합50액티브,11480,70,0.61,11525.0,4.7241,137070,1576,3054,-0.39,기타
473330,SOL 미국30년국채커버드콜(합성),8765,0,0.0,8787.0,-2.1127,144677,1268,3050,-0.25,신한자산운용 (SOL)
0182R0,1Q K반도체TOP2+,10900,75,0.69,10919.0,-0.4598,3395161,38779,3036,-0.17,기타
0210A0,ACE K반도체TOP2+,7420,-5,-0.07,7425.0,,5407893,42117,3031,-0.07,한국투자신탁운용 (ACE)
475080,KODEX 테슬라커버드콜채권혼합액티브,8275,30,0.36,8296.0,-0.2763,127826,1058,3016,-0.25,삼성자산운용 (KODEX)
489030,PLUS 고배당주위클리커버드콜,6725,30,0.45,6719.0,-19.9022,1028208,6854,2976,0.09,한화자산운용 (PLUS)
481190,SOL 미국테크TOP10,17505,80,0.46,17560.0,1.4806,53604,938,2932,-0.31,신한자산운용 (SOL)
461490,RISE 글로벌자산배분액티브,14820,75,0.51,14827.0,-2.286,41258,611,2912,-0.05,KB자산운용 (RISE)
433330,SOL 미국S&P500,23010,180,0.79,23051.0,5.4378,20449,470,2899,-0.18,신한자산운용 (SOL)
190620,ACE 단기통안채,101680,10,0.01,101687.0,0.5936,1803,183,2879,-0.01,한국투자신탁운용 (ACE)
270810,RISE 코스닥150,12640,55,0.44,12658.0,-36.2148,326855,4244,2872,-0.14,KB자산운용 (RISE)
385510,KODEX 신재생에너지액티브,34905,1605,4.82,34940.0,-34.2431,118686,4210,2862,-0.1,삼성자산운용 (KODEX)
0094K0,TIGER 28-04 회사채(A+이상)액티브,98960,-20,-0.02,98950.0,-0.2118,6690,662,2858,0.01,미래에셋자산운용 (TIGER)
283580,KODEX 차이나CSI300,16775,85,0.51,16818.0,1.0907,253254,4268,2852,-0.26,삼성자산운용 (KODEX)
245710,ACE 베트남VN30(합성),28965,-300,-1.03,29326.0,-7.4039,61945,1813,2839,-1.23,한국투자신탁운용 (ACE)
471040,KoAct 글로벌AI&로봇액티브,30995,595,1.96,31380.0,8.4358,64121,2028,2836,-1.23,삼성액티브자산운용 (KoAct)
0053L0,TIGER 차이나휴머노이드로봇,10825,-45,-0.41,10851.0,-14.2386,635672,6955,2820,-0.24,미래에셋자산운용 (TIGER)
423170,SOL 글로벌AI반도체탑픽액티브,61325,1150,1.91,61579.0,28.0709,21276,1341,2809,-0.41,신한자산운용 (SOL)
157500,TIGER 증권,14225,45,0.32,14257.0,-28.3115,1588553,23056,2782,-0.22,미래에셋자산운용 (TIGER)
196230,RISE 단기통안채,116600,5,0.0,116612.0,0.5736,4602,536,2782,-0.01,KB자산운용 (RISE)
273140,KODEX 단기변동금리부채권액티브,114580,25,0.02,114574.0,0.5112,5272,604,2781,0.01,삼성자산운용 (KODEX)
307520,TIGER 지주회사,20520,675,3.4,20581.0,-11.0787,1246117,25939,2760,-0.3,미래에셋자산운용 (TIGER)
472920,HK 종합채권(AA-이상)액티브,97515,-185,-0.19,97568.0,-3.6585,4,0,2752,-0.05,기타
495230,KoAct 코리아밸류업액티브,31925,360,1.14,31868.0,9.7407,78845,2599,2746,0.18,삼성액티브자산운용 (KoAct)
0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,10355,75,0.73,10328.0,6.4404,216476,2236,2703,0.26,미래에셋자산운용 (TIGER)
483340,ACE 구글밸류체인액티브,23780,305,1.3,23984.0,11.9723,265308,6416,2687,-0.85,한국투자신탁운용 (ACE)
466930,SOL 자동차TOP3플러스,27530,1260,4.8,27572.0,8.7454,484523,13565,2657,-0.15,신한자산운용 (SOL)
471780,TIGER 코리아테크액티브,35690,-65,-0.18,35698.0,14.1226,256302,9595,2634,-0.02,미래에셋자산운용 (TIGER)
139230,TIGER 200 중공업,12965,505,4.05,12990.0,-28.9219,204990,2681,2619,-0.19,미래에셋자산운용 (TIGER)
414780,TIGER 차이나과창판STAR50(합성),16725,120,0.72,16861.0,31.8903,1351286,23108,2617,-0.81,미래에셋자산운용 (TIGER)
486450,SOL 미국AI전력인프라,21885,595,2.79,21881.0,-9.5446,17715,390,2593,0.02,신한자산운용 (SOL)
478150,TIME 글로벌우주테크&방산액티브,20955,150,0.72,21052.0,-8.469,45138,947,2588,-0.46,기타
388420,RISE 비메모리반도체액티브,28230,-140,-0.49,28187.0,9.7061,249130,7339,2586,0.15,KB자산운용 (RISE)
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,12035,35,0.29,12092.0,3.3956,75220,905,2557,-0.47,미래에셋자산운용 (TIGER)
497880,SOL CD금리&머니마켓액티브,50120,-5,-0.01,50122.0,0.8121,104324,5229,2554,-0.0,신한자산운용 (SOL)
123320,TIGER 레버리지,121535,3255,2.75,121924.0,9.6454,172478,22254,2552,-0.32,미래에셋자산운용 (TIGER)
302190,TIGER 중장기국채,49730,-105,-0.21,49743.0,-2.3705,3869,192,2536,-0.03,미래에셋자산운용 (TIGER)
409820,KODEX 미국나스닥100레버리지(합성 H),19430,5,0.03,19688.0,14.6017,75442,1477,2516,-1.31,삼성자산운용 (KODEX)
364970,TIGER 바이오TOP10,6240,-25,-0.4,6248.0,-24.1044,1279532,8106,2508,-0.13,미래에셋자산운용 (TIGER)
488980,SOL 26-12 회사채(AA-이상)액티브,51930,15,0.03,51927.0,0.6299,152,7,2475,0.01,신한자산운용 (SOL)
213610,KODEX 삼성그룹밸류,21745,310,1.45,21801.0,8.0569,16301,362,2457,-0.26,삼성자산운용 (KODEX)
228790,TIGER 화장품,3560,-90,-2.47,3570.0,-5.5918,5150979,18614,2439,-0.28,미래에셋자산운용 (TIGER)
0162Y0,TIME 코스닥액티브,7055,-75,-1.05,7066.0,-33.9203,568771,4155,2434,-0.16,기타
363580,KODEX 200IT TR,56150,565,1.02,56283.0,31.718,201395,11762,2414,-0.24,삼성자산운용 (KODEX)
363570,KODEX 장기종합채권(AA-이상)액티브,85695,-425,-0.49,85704.0,-8.3976,23,1,2395,-0.01,삼성자산운용 (KODEX)
458260,TIGER 미국투자등급회사채액티브(H),46735,-180,-0.38,46764.0,-1.744,5590,261,2378,-0.06,미래에셋자산운용 (TIGER)
0219E0,KODEX 200커버드콜액티브,8890,70,0.79,8843.0,,4269321,39203,2356,0.53,삼성자산운용 (KODEX)
305080,TIGER 미국채10년선물,13210,30,0.23,13214.0,-1.3474,55000,726,2351,-0.03,미래에셋자산운용 (TIGER)
329650,KODEX TRF3070,14250,30,0.21,14285.0,-1.6901,55508,790,2351,-0.25,삼성자산운용 (KODEX)
437080,KODEX 미국종합채권ESG액티브(H),97700,-250,-0.26,97649.0,-1.1424,1055,103,2340,0.05,삼성자산운용 (KODEX)
0182S0,1Q K반도체TOP2채권혼합50,12520,40,0.32,12538.0,18.406,301247,3860,2335,-0.14,기타
448540,ACE 엔비디아채권혼합,26395,50,0.19,26495.0,1.2684,28502,753,2323,-0.38,한국투자신탁운용 (ACE)
261260,KODEX 미국달러선물인버스2X,4645,-50,-1.06,4654.0,-1.4691,150591,700,2321,-0.19,삼성자산운용 (KODEX)
472160,TIGER 미국테크TOP10 INDXX(H),18365,-50,-0.27,18442.0,0.6284,58840,1082,2305,-0.42,미래에셋자산운용 (TIGER)
0047A0,TIGER 차이나테크TOP10,14360,-200,-1.37,14380.0,9.9697,151787,2212,2305,-0.14,미래에셋자산운용 (TIGER)
442320,RISE 글로벌원자력,36065,1605,4.66,36075.0,-26.2257,24368,878,2294,-0.03,KB자산운용 (RISE)
495060,TIME 코리아밸류업액티브,30145,35,0.12,30150.0,14.5302,188208,5882,2291,-0.02,기타
0151S0,KODEX 미국AI반도체TOP3플러스,16230,360,2.27,16531.0,20.4935,460002,7568,2288,-1.82,삼성자산운용 (KODEX)
0092C0,SOL 27-12 회사채(AA-이상)액티브,50010,0,0.0,50025.0,0.2807,0,0,2281,-0.03,신한자산운용 (SOL)
0183V0,KIWOOM 삼성전자&SK하이닉스채권혼합50,11900,35,0.29,11912.0,19.5544,805148,9802,2273,-0.1,기타
498270,KIWOOM 미국양자컴퓨팅,15035,270,1.83,15039.0,-0.3684,44486,671,2240,-0.03,기타
0089D0,KODEX 금융고배당TOP10,13445,65,0.49,13463.0,-0.9296,137396,1868,2232,-0.13,삼성자산운용 (KODEX)
0104N0,TIGER 200타겟위클리커버드콜,21255,300,1.43,21291.0,11.1438,256069,5645,2211,-0.17,미래에셋자산운용 (TIGER)
463050,TIME K바이오액티브,11600,-120,-1.02,11602.0,-35.0333,379585,4454,2210,-0.02,기타
490090,TIGER 미국AI빅테크10,16520,55,0.33,16564.0,4.3078,41749,688,2189,-0.27,미래에셋자산운용 (TIGER)
302450,RISE 코스피,71400,1275,1.82,71013.0,6.1568,2766,201,2178,0.54,KB자산운용 (RISE)
266160,RISE 고배당,33705,250,0.75,33705.0,6.6702,18450,640,2140,0.0,KB자산운용 (RISE)
452360,SOL 미국배당다우존스(H),12920,40,0.31,12906.0,5.6384,53831,695,2106,0.11,신한자산운용 (SOL)
0204D0,KODEX 현대차로보틱스밸류체인TOP3플러스,6845,295,4.5,6858.0,,1526132,10568,2105,-0.19,삼성자산운용 (KODEX)
476450,KIWOOM 머니마켓액티브,52565,0,0.0,52567.0,0.6992,49,2,2098,-0.0,기타
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),11270,220,1.99,11299.0,-18.9586,44375,500,2087,-0.26,미래에셋자산운용 (TIGER)
332930,HANARO 200TR,143455,1805,1.27,143889.0,11.8745,33898,5057,2080,-0.3,NH-Amundi자산운용 (HANARO)
495550,SOL 코리아밸류업TR,33470,405,1.22,33483.0,13.3721,49459,1715,2008,-0.04,신한자산운용 (SOL)
480040,ACE 미국반도체데일리타겟커버드콜(합성),17115,235,1.39,17382.0,13.8007,141868,2469,2002,-1.54,한국투자신탁운용 (ACE)
433500,ACE 원자력TOP10,48260,2540,5.56,48419.0,-42.2741,372574,18183,1979,-0.33,한국투자신탁운용 (ACE)
463290,1Q 단기금융채액티브,108855,15,0.01,108850.0,0.6892,231,25,1965,0.0,기타
0197X0,SOL SK하이닉스선물단일종목인버스2X,11040,-190,-1.69,10973.0,,260355389,2572309,1946,0.61,신한자산운용 (SOL)
0115D0,KODEX 조선TOP10,7805,310,4.14,7817.0,-28.0885,2138049,16738,1928,-0.15,삼성자산운용 (KODEX)
0069M0,1Q 미국나스닥100,14215,100,0.71,14303.0,8.7261,68595,978,1919,-0.62,기타
491610,1Q CD금리액티브(합성),104505,5,0.0,104430.0,0.6986,3362,351,1916,0.07,기타
244580,KODEX 바이오,7600,-85,-1.11,7595.0,-37.7229,557558,4303,1915,0.07,삼성자산운용 (KODEX)
122090,PLUS 코스피50,83180,1465,1.79,83414.0,16.263,46244,3988,1897,-0.28,한화자산운용 (PLUS)
473460,KODEX 미국서학개미,24295,335,1.4,24468.0,-0.3125,21758,532,1895,-0.71,삼성자산운용 (KODEX)
0091C0,KODEX 미국10년국채액티브(H),9640,-20,-0.21,9633.0,-1.7651,38219,368,1876,0.07,삼성자산운용 (KODEX)
0098F0,KODEX 원자력SMR,13690,660,5.07,13732.0,-43.6588,442948,6113,1876,-0.31,삼성자산운용 (KODEX)
0005A0,KODEX 미국S&P500데일리커버드콜OTM,10190,100,0.99,10152.0,5.5853,125151,1274,1875,0.37,삼성자산운용 (KODEX)
267770,TIGER 200선물레버리지,93300,2510,2.76,93485.0,9.7624,35191,3528,1866,-0.2,미래에셋자산운용 (TIGER)
429000,TIGER 미국S&P500배당귀족,14165,25,0.18,14132.0,4.5725,91439,1290,1856,0.23,미래에셋자산운용 (TIGER)
422420,RISE 2차전지액티브,5835,90,1.57,5832.0,-45.9549,69198,412,1839,0.05,KB자산운용 (RISE)
0119H0,KODEX 28-12 회사채(AA-이상)액티브,9855,-5,-0.05,9863.0,-0.3034,9481,93,1836,-0.08,삼성자산운용 (KODEX)
433980,KODEX TDF2040액티브 적격,16415,120,0.74,16402.0,2.4197,68224,1121,1830,0.08,삼성자산운용 (KODEX)
0082V0,KODEX TDF2060액티브 적격,11800,150,1.29,11745.0,-0.0873,69731,824,1829,0.47,삼성자산운용 (KODEX)
0190G0,KODEX 반도체타겟위클리커버드콜,9070,-45,-0.49,9042.0,,458779,4303,1814,0.31,삼성자산운용 (KODEX)
200250,KIWOOM 인도Nifty50(합성),22730,-20,-0.09,22818.0,-4.5722,4325,98,1796,-0.39,기타
160580,TIGER 구리실물,16755,45,0.27,16980.0,5.559,38578,648,1793,-1.33,미래에셋자산운용 (TIGER)
337160,KODEX 200ESG,48240,510,1.07,48301.0,19.6366,37394,1871,1785,-0.13,삼성자산운용 (KODEX)
472870,RISE 미국30년국채엔화노출(합성 H),7360,-15,-0.2,7378.0,-5.573,97572,717,1785,-0.24,KB자산운용 (RISE)
251340,KODEX 코스닥150선물인버스,2850,0,0.0,2866.0,42.8571,43141766,119987,1781,-0.56,삼성자산운용 (KODEX)
494220,UNICORN SK하이닉스밸류체인액티브,48100,-705,-1.44,48045.0,22.1193,176261,8916,1780,0.11,현대자산운용 (UNICORN)
458210,KIWOOM CD금리액티브(합성),110240,10,0.01,110219.0,0.708,513,56,1778,0.02,기타
0040X0,SOL 팔란티어미국채커버드콜혼합,9540,-40,-0.42,9529.0,-2.0637,211210,2007,1770,0.12,신한자산운용 (SOL)
117700,KODEX 건설,5870,235,4.17,5871.0,-39.3799,990847,5829,1755,-0.02,삼성자산운용 (KODEX)
0093A0,RISE AI반도체TOP10,31900,-800,-2.45,31984.0,-4.1915,146573,4936,1739,-0.26,KB자산운용 (RISE)
0051G0,SOL 미국원자력SMR,13880,480,3.58,13866.0,-21.3428,138950,1935,1735,0.1,신한자산운용 (SOL)
483290,KODEX 미국배당다우존스타겟커버드콜,10845,65,0.6,10844.0,6.0524,172941,1874,1724,0.01,삼성자산운용 (KODEX)
0122W0,RISE 26-11 회사채(AA-이상)액티브,50805,-5,-0.01,50813.0,0.6039,5357,272,1724,-0.02,KB자산운용 (RISE)
0094M0,RISE 코리아밸류업위클리고정커버드콜,18470,210,1.15,18446.0,11.0954,157498,2960,1708,0.13,KB자산운용 (RISE)
0005G0,IBK K-AI반도체코어테크,49360,75,0.15,49529.0,24.6492,30826,1603,1703,-0.34,기타
332500,ACE 200TR,73635,1090,1.5,73582.0,11.6764,78220,5983,1694,0.07,한국투자신탁운용 (ACE)
403790,MIDAS 코스피액티브,57680,665,1.17,57774.0,7.171,4357,258,1687,-0.16,기타
421320,PLUS 우주항공,25325,510,2.06,25352.0,-48.4845,48038,1236,1684,-0.11,한화자산운용 (PLUS)
480030,ACE 미국500데일리타겟커버드콜(합성),10785,90,0.84,10799.0,4.5595,82682,891,1639,-0.13,한국투자신탁운용 (ACE)
237370,KODEX 코리아배당성장채권혼합,15725,105,0.67,15707.0,-2.4928,64352,1010,1635,0.11,삼성자산운용 (KODEX)
0192Z0,TIGER 중기종합채권(A-이상)액티브,100415,0,0.0,100424.0,,0,0,1622,-0.01,미래에셋자산운용 (TIGER)
480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),11422,-68,-0.59,11456.0,-2.2008,161420,1852,1599,-0.3,한국투자신탁운용 (ACE)
490600,RISE 미국배당100데일리고정커버드콜,9450,55,0.59,9449.0,6.593,125343,1183,1592,0.01,KB자산운용 (RISE)
0099L0,ACE 우량회사채(AA-이상)액티브,98895,-45,-0.05,98893.0,-0.2471,38585,3816,1591,0.0,한국투자신탁운용 (ACE)
0180V0,ACE 미국우주테크액티브,8090,370,4.79,8019.0,-30.7002,478130,3881,1590,0.89,한국투자신탁운용 (ACE)
0151P0,RISE 코리아전략산업액티브,15250,150,0.99,15252.0,-4.0356,265795,4205,1578,-0.01,KB자산운용 (RISE)
0064K0,KODEX 금액티브,12820,285,2.27,12819.0,-14.9016,121535,1554,1570,0.01,삼성자산운용 (KODEX)
464240,KIWOOM 26-09회사채(AA-이상)액티브,52265,40,0.08,52246.0,0.6809,176,9,1568,0.04,기타
0048K0,KODEX 차이나휴머노이드로봇,8915,-130,-1.44,8931.0,-11.9208,1271965,11489,1565,-0.18,삼성자산운용 (KODEX)
272560,RISE 단기국공채액티브,114450,15,0.01,114442.0,0.4344,3426,392,1565,0.01,KB자산운용 (RISE)
0104H0,KoAct 미국나스닥채권혼합50액티브,12485,135,1.09,12538.0,5.2855,113875,1429,1554,-0.42,삼성액티브자산운용 (KoAct)
0127M0,ACE 미국대형가치주액티브,12825,100,0.79,12914.0,11.816,74928,962,1545,-0.69,한국투자신탁운용 (ACE)
491820,HANARO 전력설비투자,41320,1810,4.58,41411.0,-14.9257,176455,7348,1529,-0.22,NH-Amundi자산운용 (HANARO)
0153K0,KODEX 주주환원고배당주,12120,-15,-0.12,12147.0,1.4211,141338,1724,1527,-0.22,삼성자산운용 (KODEX)
494330,ACE 라이프자산주주가치액티브,31090,195,0.63,31127.0,23.8034,23095,721,1523,-0.12,한국투자신탁운용 (ACE)
219480,KODEX 미국S&P500선물(H),32365,95,0.29,32351.0,4.3492,9372,303,1521,0.04,삼성자산운용 (KODEX)
0176E0,RISE 미국AI전력인프라액티브,11450,340,3.06,11502.0,-3.5591,6058,69,1517,-0.45,KB자산운용 (RISE)
245340,TIGER 미국다우존스30,37570,270,0.72,37666.0,5.7211,13570,509,1503,-0.25,미래에셋자산운용 (TIGER)
451530,TIGER 국고채30년스트립액티브,34900,-385,-1.09,34977.0,-26.3976,19669,686,1495,-0.22,미래에셋자산운용 (TIGER)
152870,파워 200,110360,1365,1.25,110720.0,11.8441,11600,1300,1490,-0.33,기타
0181B0,HANARO 미국AI메모리반도체TOP4+,10990,290,2.71,11293.0,,438336,4973,1473,-2.68,NH-Amundi자산운용 (HANARO)
192090,TIGER 차이나CSI300,13685,95,0.7,13705.0,0.5549,37992,520,1464,-0.15,미래에셋자산운용 (TIGER)
136340,RISE 중기우량회사채,103850,-15,-0.01,103839.0,-0.5036,115,11,1462,0.01,KB자산운용 (RISE)
461950,KODEX 2차전지핵심소재10,4340,55,1.28,4348.0,-45.9316,386761,1710,1456,-0.18,삼성자산운용 (KODEX)
304660,KODEX 미국30년국채울트라선물(H),7325,-35,-0.48,7354.0,-3.0942,330060,2412,1428,-0.39,삼성자산운용 (KODEX)
138520,TIGER 삼성그룹,34945,645,1.88,34954.0,11.7582,32719,1172,1426,-0.03,미래에셋자산운용 (TIGER)
0041E0,KODEX 미국S&P500액티브,17330,320,1.88,17336.0,9.6644,268175,4651,1404,-0.03,삼성자산운용 (KODEX)
495330,1Q 코리아밸류업,32595,325,1.01,32628.0,13.9289,5362,180,1402,-0.1,기타
0123G0,TIGER 미국AI전력SMR,7095,335,4.96,7034.0,-17.8116,114801,817,1366,0.87,미래에셋자산운용 (TIGER)
143860,TIGER 헬스케어,33500,-170,-0.5,33535.0,-30.095,30291,1026,1340,-0.1,미래에셋자산운용 (TIGER)
411420,KODEX 미국나스닥AI테크액티브,27905,205,0.74,28039.0,6.0076,11425,319,1339,-0.48,삼성자산운용 (KODEX)
412570,TIGER 2차전지TOP10레버리지,993,15,1.53,995.0,-62.3847,4626374,4763,1339,-0.2,미래에셋자산운용 (TIGER)
372330,KODEX 차이나항셍테크,7585,-210,-2.69,7578.0,-4.1768,404165,3094,1335,0.09,삼성자산운용 (KODEX)
233160,TIGER 코스닥150 레버리지,6695,35,0.53,6688.0,-63.9513,2467846,17393,1332,0.1,미래에셋자산운용 (TIGER)
182480,TIGER 미국MSCI리츠(합성 H),14415,40,0.28,14487.0,4.966,11416,164,1326,-0.5,미래에셋자산운용 (TIGER)
448100,WON 200,112730,1625,1.46,112719.0,11.7859,26376,3083,1325,0.01,우리자산운용 (WON)
271050,KODEX WTI원유선물인버스(H),2060,-80,-3.74,2058.0,-6.7539,1369949,2823,1324,0.1,삼성자산운용 (KODEX)
325010,KODEX 성장주,42635,670,1.6,42679.0,7.8702,36746,1583,1322,-0.1,삼성자산운용 (KODEX)
476030,SOL 미국나스닥100,18010,115,0.64,18127.0,8.9797,25163,454,1297,-0.65,신한자산운용 (SOL)
0074K0,KoAct K수출핵심기업TOP30액티브,16300,175,1.09,16315.0,-9.4356,47160,788,1296,-0.09,삼성액티브자산운용 (KoAct)
481180,SOL 미국AI소프트웨어,14980,-20,-0.13,14994.0,19.2852,35751,533,1296,-0.09,신한자산운용 (SOL)
0199C0,ACE 고배당주Plus커버드콜액티브,9770,20,0.21,9749.0,,575938,5675,1270,0.22,한국투자신탁운용 (ACE)
354500,ACE 코스닥150,12815,40,0.31,12857.0,-36.1611,134020,1763,1269,-0.33,한국투자신탁운용 (ACE)
0131W0,1Q 단기특수은행채액티브,101780,10,0.01,101787.0,0.6408,2083,212,1265,-0.01,기타
0174B0,KoAct 글로벌AI메모리반도체액티브,15410,430,2.87,15505.0,37.3052,258283,4114,1264,-0.61,삼성액티브자산운용 (KoAct)
0000Y0,HK 26-12 회사채(AA-이상)액티브,101515,40,0.04,101503.0,0.5947,493,50,1228,0.01,기타
114820,TIGER 국채3년,104505,-90,-0.09,104525.0,-0.594,4737,495,1228,-0.02,미래에셋자산운용 (TIGER)
328370,PLUS 코스피TR,38820,870,2.29,38603.0,6.0796,29235,1163,1223,0.56,한화자산운용 (PLUS)
0036R0,RISE 미국휴머노이드로봇,20700,220,1.07,20876.0,10.4936,40280,839,1221,-0.84,KB자산운용 (RISE)
464930,TIGER 글로벌혁신블루칩TOP10,21690,95,0.44,21725.0,3.8221,19970,430,1215,-0.16,미래에셋자산운용 (TIGER)
464310,TIGER 글로벌AI&로보틱스 INDXX,14625,210,1.46,14626.0,-7.3884,55260,809,1214,-0.01,미래에셋자산운용 (TIGER)
463680,KODEX 미국S&P500테크놀로지,23170,495,2.18,23133.0,15.2128,35127,816,1205,0.16,삼성자산운용 (KODEX)
0168K0,TIGER 기술이전바이오액티브,5645,-45,-0.79,5652.0,-40.2939,1649275,9436,1201,-0.12,미래에셋자산운용 (TIGER)
399110,SOL 미국S&P500ESG,21615,105,0.49,21730.0,5.2837,12012,259,1189,-0.53,신한자산운용 (SOL)
0005D0,SOL 전고체배터리&실리콘음극재,12540,235,1.91,12574.0,-49.549,331830,4252,1185,-0.27,신한자산운용 (SOL)
471760,TIGER AI반도체핵심공정,13895,195,1.42,13917.0,-33.0252,770121,11149,1181,-0.16,미래에셋자산운용 (TIGER)
168580,ACE 중국본토CSI300,37735,675,1.82,37830.0,-0.3094,748,28,1177,-0.25,한국투자신탁운용 (ACE)
139220,TIGER 200 건설,6840,210,3.17,6864.0,-33.8456,674012,4668,1176,-0.35,미래에셋자산운용 (TIGER)
332940,HANARO MSCI Korea TR,49020,765,1.59,48847.0,14.5655,1265,64,1176,0.35,NH-Amundi자산운용 (HANARO)
491230,PLUS 국공채머니마켓액티브,52317,12,0.02,52314.0,0.693,571,29,1176,0.01,한화자산운용 (PLUS)
0080Y0,SOL 조선TOP3플러스레버리지,9260,580,6.68,9314.0,-54.827,974091,9071,1176,-0.58,신한자산운용 (SOL)
447620,SOL 미국TOP5채권혼합50,15860,-40,-0.25,15889.0,2.5733,52441,831,1174,-0.18,신한자산운용 (SOL)
261270,KODEX 미국달러선물인버스,7540,-30,-0.4,7547.0,-0.4603,55589,418,1173,-0.09,삼성자산운용 (KODEX)
488500,TIGER 미국S&P500동일가중,13315,25,0.19,13321.0,5.5619,55078,732,1172,-0.05,미래에셋자산운용 (TIGER)
309230,ACE 미국WideMoat동일가중,31375,-250,-0.79,31458.0,3.9314,3568,111,1167,-0.26,한국투자신탁운용 (ACE)
498180,파워 종합채권(AA-이상)액티브,92975,0,0.0,92828.0,-3.6429,0,0,1158,0.16,기타
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,17130,405,2.42,17352.0,-4.8365,5935,101,1144,-1.28,미래에셋자산운용 (TIGER)
